date_delivrance,lead_cat,priorite,commune,prefecture,region,nature,building_type,floors,n_units_stated,surface,resume,adp,n_permis,dossier_id,lat,lon
2026-06-18,equipements,normale,COMMUNE BEN SLIMANE,PROVINCE BEN SLIMANE,REGION DE CASABLANCA-SETTAT,Modification / Aménagement,education,0,0,2509.0,education · 2 509 m2,benslimane 13000 rue al istiklal,GUbsn-0236/2026,670421,33.6276,-7.12889
2026-06-18,lotissements,haute,COMMUNE DE LAGNADIZ,PROVINCE DE KHOURIBGA,REGION DE BENI MELLAL-KHENIFRA,Morcellement,autre,0,0,453100.0,453 100 m2,CERCLE D'OUED ZEM DOUAR OULED ALI,GUclnz-0007/2026,793357,33.16254,-6.82769
2026-06-18,industriel,normale,COMMUNE DE BOUFAKRANE,PREFECTURE DE MEKNES,REGION DE FES-MEKNES,Construction,industriel,0,0,255.0,industriel · 255 m2,LOT N°AI 12 LOTISSEMENT ICHRAQ,GUcbfe-0088/2026,762743,33.75306,-5.48049
2026-06-18,grands_projets,normale,COMMUNE SIDI BENNOUR,PROVINCE SIDI BENNOUR,REGION DE CASABLANCA-SETTAT,Construction,social,0,0,80.0,social · 80 m2,LOTISSEMENT FATH SIDI BENNOUR LOT 142 U7,GUsdb-0112/2026,778794,32.64183,-8.40554
2026-06-18,industriel,normale,COMMUNE DE BOUFAKRANE,PREFECTURE DE MEKNES,REGION DE FES-MEKNES,Construction,industriel,1,0,240.0,industriel · R+1 · 240 m2,LOTISSEMENT ICHRAQ ACTIVITE INDUSTRIELLE AI-4 BOUFAKRANE,GUcbfe-0086/2026,778031,33.75257,-5.48111
2026-06-18,industriel,haute,COMMUNE DE SIDI SLIMANE MOUL AL KIFANE,PREFECTURE DE MEKNES,REGION DE FES-MEKNES,Construction,industriel,0,0,32611.0,industriel · 32 611 m2,SIDI SLIMANE MOULE KIFANE COOPERATIVE OUISLANE,GUcssm-0022/2026,726583,33.83592,-5.4228
2026-06-18,grands_projets,normale,COMMUNE DE KENITRA,PROVINCE DE KENITRA,REGION DE RABAT-SALE-KENITRA,Modification / Aménagement,social,0,0,228.0,social · 228 m2,LOTISSEMENT LE VALLON OPERATION VAL FLEURY N° 306,GUckia-1817/2026,805381,34.26485,-6.60103
2026-06-18,equipements,haute,COMMUNE DE SIDI SLIMANE MOUL AL KIFANE,PREFECTURE DE MEKNES,REGION DE FES-MEKNES,Construction,education,0,0,1810469.0,education · 1 810 469 m2,Ecole Nationale d’Agriculture De Meknès.,GUcssm-0023/2026,625555,30.48302,-10.59868
2026-06-18,lotissements,haute,COMMUNE D'IQADDAR,PROVINCE D'EL HAJEB,REGION DE FES-MEKNES,Morcellement,autre,0,0,887500.0,887 500 m2,commune iqadar douar ait issa,GUcidr-0008/2026,777080,33.58589,-5.29991
2026-06-17,equipements,normale,COMMUNE DE SIDI SLIMANE,PROVINCE DE SIDI SLIMANE,REGION DE RABAT-SALE-KENITRA,Construction,education,0,0,4854.0,education · 4 854 m2,Lotissement Al Khair 2,GUcsse-0126/2026,626325,34.2624,-5.90088
2026-06-17,grands_projets,normale,COMMUNE DE SIDI YAHYA EL GHARB,PROVINCE DE SIDI SLIMANE,REGION DE RABAT-SALE-KENITRA,Construction,social,2,0,95.0,social · R+2 · 95 m2,LOTISSEMENT RHAOUNA LOT N° 117,GUcsye-0155/2026,800688,34.2991,-6.3085
2026-06-16,grands_projets,normale,COMMUNE DE TASSOULTANTE,PREFECTURE DE MARRAKECH,REGION DE MARRAKECH-SAFI,Construction,social,2,0,70.0,social · R+2 · 70 m2,"Propriété dite ""LAHNA LOT N°380""",GUctse-0574/2026,788348,31.57246,-7.98594
2026-06-16,lotissements,haute,COMMUNE D'AIN KARMA-OUED ROMMANE,PREFECTURE DE MEKNES,REGION DE FES-MEKNES,Morcellement,autre,0,0,31923.0,31 923 m2,COMMUNE AIN KARMA OUED ROUMANE PREFECTURE DE MEKNES,GUckao-0003/2026,644162,34.06098,-5.65547
2026-06-16,grands_projets,haute,COMMUNE DE MARTIL,PREFECTURE DE MDIQ-FNIDEQ,REGION DE TANGER-TETOUAN-AL HOCEIMA,Groupement d'habitations,autre,0,0,747071.0,747 071 m2,projet jnane martil,GUcmrl-0175/2026,720288,35.5662,-4.63035
2026-06-16,grands_projets,haute,COMMUNE MEJJATIA OULED TALEB,PROVINCE MEDIOUNA,REGION DE CASABLANCA-SETTAT,Groupement d'habitations,social,4,0,12110.0,social · R+4 · 12 110 m2,COMMUNE  MEJJATIA OULED TALEB - PROVINCE DE MEDIOUNA,GUmjt-0141/2026,654152,33.45613,-7.49964
2026-06-16,grands_projets,haute,ARRONDISSEMENT DE MGHOGHA,PREFECTURE DE TANGER-ASSILAH,REGION DE TANGER-TETOUAN-AL HOCEIMA,Modification / Aménagement,immeuble,16,0,1344.0,immeuble · R+16 · 1 344 m2,"Lotissement Tangier Offshore Plaza, Baie de Tanger",GUctgr-0113/2026,739663,35.77251,-5.78249
2026-06-16,lotissements,haute,COMMUNE DE BNI MATHAR,PROVINCE DE JERADA,REGION DE L'ORIENTALE,Morcellement,autre,0,0,1599750.0,1 599 750 m2,"PROVINCE JERADA, COMMUNE BNI MATHAR",GUcbmt-0002/2026,782285,34.07046,-2.10625
2026-06-16,equipements,normale,ARRONDISSEMENT DE TANGER-MEDINA,PREFECTURE DE TANGER-ASSILAH,REGION DE TANGER-TETOUAN-AL HOCEIMA,Modification / Aménagement,sante,0,0,158.0,sante · 158 m2,RUE ANGLE YOUSSOFIA ET EL ANTAKI,GUctgr-0129/2026,770073,35.77774,-5.80467
2026-06-16,equipements,normale,COMMUNE D'IFRANE,PROVINCE D'IFRANE,REGION DE FES-MEKNES,Construction,sante,0,0,277.0,sante · 277 m2,HAY ESSALAM IFRANE,GUciae-0008/2026,771786,33.51992,-5.11947
2026-06-16,grands_projets,normale,COMMUNE DE HARBIL,PREFECTURE DE MARRAKECH,REGION DE MARRAKECH-SAFI,Construction,social,2,0,69.0,social · R+2 · 69 m2,"Opération Tamansourt Tranche 7, lot n° 187 C",GUchbl-0339/2026,773769,31.75997,-8.11869
2026-06-16,lotissements,haute,ARRONDISSEMENT DE MGHOGHA,PREFECTURE DE TANGER-ASSILAH,REGION DE TANGER-TETOUAN-AL HOCEIMA,Lotissement,lotissement,0,0,23616.0,lotissement · 23 616 m2,TANJA BALIA,GUctgr-0131/2026,789371,35.77066,-5.77616
2026-06-16,lotissements,haute,COMMUNE LAGHDIRA,PROVINCE EL JADIDA,REGION DE CASABLANCA-SETTAT,Morcellement,autre,0,0,21464.0,21 464 m2,"Commune Laghdira, Douar Chleuh",GUlgr-0032/2026,770688,33.25559,-8.02428
2026-06-16,equipements,normale,COMMUNE DAR BOUAZZA,PROVINCE NOUACEUR,REGION DE CASABLANCA-SETTAT,Construction,sante,2,0,866.0,sante · R+2 · 866 m2 · sous-sol,PTE DITE : ARD EL FATEH CENTRE DE DIAGNOSTIC MEDICAL,GUdbz-0239/2026,767843,33.5393,-7.73599
2026-06-16,lotissements,haute,COMMUNE D'ALOUIDANE,PREFECTURE DE MARRAKECH,REGION DE MARRAKECH-SAFI,Lotissement,lotissement,0,0,56025.0,lotissement · 56 025 m2,"ARRONDISSMENT SYBA LIEU DIT EL BEGGARA, REG DIAB…COMMUNE AL OUIDANE PREFECTURE DE MARRAKECH",GUcade-0069/2026,755275,31.62718,-7.88651
2026-06-16,grands_projets,normale,COMMUNE DE MARTIL,PREFECTURE DE MDIQ-FNIDEQ,REGION DE TANGER-TETOUAN-AL HOCEIMA,Groupement d'habitations,agricole,2,0,978.0,agricole · R+2 · 978 m2 · sous-sol,Hay Oued El Maleh,GUcmrl-0173/2026,748748,35.6395,-5.29168
2026-06-16,grands_projets,normale,ARRONDISSEMENT HAY HASSANI,PRÉFECTURE HAY HASSANI,REGION DE CASABLANCA-SETTAT,Groupement d'habitations,immeuble,5,0,3680.0,immeuble · R+5 · 3 680 m2,Rue JABAL BOUARFA Lissasfa Casablanca,GUcas-0622/2026,734737,33.53323,-7.6782
2026-06-16,lotissements,haute,COMMUNE LAGHDIRA,PROVINCE EL JADIDA,REGION DE CASABLANCA-SETTAT,Morcellement,autre,0,0,374800.0,374 800 m2,DOUAR OULED DAOUADE,GUlgr-0031/2026,739485,33.34607,-8.02762
2026-06-16,lotissements,haute,COMMUNE DE HARBIL,PREFECTURE DE MARRAKECH,REGION DE MARRAKECH-SAFI,Lotissement,lotissement,0,0,400000.0,lotissement · 400 000 m2,LA SORTIE DE TAMANSOURT COMMUNE HARBILE,GUchbl-0332/2026,805254,31.78044,-8.13412
2026-06-16,grands_projets,normale,ARRONDISSEMENT DE BNI MAKADA,PREFECTURE DE TANGER-ASSILAH,REGION DE TANGER-TETOUAN-AL HOCEIMA,Construction,immeuble,6,0,278.0,immeuble · R+6 · 278 m2,LOTISSEMENT AL FATH LOT 52,GUctgr-0126/2026,657886,35.72536,-5.82882
2026-06-16,equipements,haute,COMMUNE D'AIN JOHRA-SIDI BOUKHALKHAL,PROVINCE DE KHEMISSAT,REGION DE RABAT-SALE-KENITRA,Construction,education,0,0,9637.0,education · 9 637 m2,Lot N° E9 Lotissement AL BASSATINE Commune Ain Johra,GUcajs-0030/2026,766525,33.90901,-6.38572
2026-06-16,grands_projets,haute,COMMUNE DAR BOUAZZA,PROVINCE NOUACEUR,REGION DE CASABLANCA-SETTAT,Groupement d'habitations,hotel,2,0,20225.0,hotel · R+2 · 20 225 m2,Voie d'Aménagement 30m N° dbt04 Dar Bouazza,GUdbz-0245/2026,710752,33.52313,-7.83481
2026-06-15,grands_projets,haute,ARRONDISSEMENT DE TANGER-MEDINA,PREFECTURE DE TANGER-ASSILAH,REGION DE TANGER-TETOUAN-AL HOCEIMA,Groupement d'habitations,immeuble,9,0,4051.0,immeuble · R+9 · 4 051 m2,"RUE OUJEDA ET BERKANE, TANGER",GUctgr-0125/2026,659911,35.77457,-5.79423
2026-06-15,grands_projets,normale,COMMUNE D'AIT MALEK,PROVINCE DE KHEMISSAT,REGION DE RABAT-SALE-KENITRA,Construction,social,1,0,64.0,social · R+1 · 64 m2,LOTISSEMENT AL FADL LOT 681 AIT MALEK,GUcamk-0059/2026,764675,33.93451,-6.4625
2026-06-15,grands_projets,normale,COMMUNE D'AIT MALEK,PROVINCE DE KHEMISSAT,REGION DE RABAT-SALE-KENITRA,Construction,social,1,0,67.0,social · R+1 · 67 m2,LOTISSEMENT AL FADL 566 AIT MALEK,GUcamk-0053/2026,790086,33.93285,-6.46024
2026-06-15,grands_projets,haute,ARRONDISSEMENT DE TANGER-MEDINA,PREFECTURE DE TANGER-ASSILAH,REGION DE TANGER-TETOUAN-AL HOCEIMA,Construction,sante,6,0,8847.0,sante · R+6 · 8 847 m2 · sous-sol,Quartier Hay Hassani commune Tanger,GUctgr-0109/2026,777118,35.73446,-5.84449
2026-06-15,grands_projets,normale,COMMUNE D'AIT MALEK,PROVINCE DE KHEMISSAT,REGION DE RABAT-SALE-KENITRA,Construction,social,1,0,64.0,social · R+1 · 64 m2,LOTISSEMENT AL FADL 891 AIT MALEK,GUcamk-0057/2026,744180,33.93448,-6.46286
2026-06-15,grands_projets,normale,COMMUNE D'AIT MALEK,PROVINCE DE KHEMISSAT,REGION DE RABAT-SALE-KENITRA,Construction,social,1,0,64.0,social · R+1 · 64 m2,"LOTISSEMENT AL FADL, AIT MALEK, LOT 592",GUcamk-0050/2026,702995,33.93242,-6.46068
2026-06-15,lotissements,haute,COMMUNE DE SIDI ABDERRAZAK,PROVINCE DE KHEMISSAT,REGION DE RABAT-SALE-KENITRA,Morcellement,autre,0,0,27460.0,27 460 m2,"Pce de Khémisset, Cle Tiflet, C.R Sidi Abderrazak,Dr Ait Benaissa",GUcsak-0018/2026,790849,33.93277,-6.1585
2026-06-15,grands_projets,haute,COMMUNE DE BENI MELLAL,PROVINCE DE BENI MELLAL,REGION DE BENI MELLAL-KHENIFRA,Groupement d'habitations,lotissement,8,0,4573.0,lotissement · R+8 · 4 573 m2 · sous-sol,AVENUE MED VI BENI MELLAL,GUcbml-0594/2026,764204,32.34667,-6.34346
2026-06-15,grands_projets,haute,ARRONDISSEMENT DE SOUANI,PREFECTURE DE TANGER-ASSILAH,REGION DE TANGER-TETOUAN-AL HOCEIMA,Construction,immeuble,8,0,557.0,immeuble · R+8 · 557 m2 · sous-sol,RUE MARRAKECH TANGER,GUctgr-0127/2026,707047,35.76563,-5.8087
2026-06-15,industriel,haute,COMMUNE DE SIDI BOU OTHMANE,PROVINCE DE RHAMNA,REGION DE MARRAKECH-SAFI,Modification / Aménagement,industriel,0,0,5800.0,industriel · 5 800 m2,"COMMUNE SIDI BOU OTHMANE, PARC INDUSTRIEL SIDI BOUATMAN, Lot N° 71 ET Lot 72.",GUcsbo-0034/2026,804130,31.93894,-7.94091
2026-06-15,lotissements,haute,COMMUNE DE SKHIRATE,PREFECTURE SKHIRATE TEMARA,REGION DE RABAT-SALE-KENITRA,Lotissement,lotissement,0,0,40170.0,lotissement · 40 170 m2,"Préfecture de Skhirat Temara, commune de Skhirat, Douar Chiahna",GUskrt-0131/2026,545176,33.87807,-7.01833
2026-06-15,lotissements,haute,COMMUNE D'AIT YAAZEM,PROVINCE D'EL HAJEB,REGION DE FES-MEKNES,Morcellement,autre,0,0,61410.0,61 410 m2,"Coopérative Lekbira, Commune d'Aît Yaazem, Province d'EL hAJEB.",GUcaym-0022/2026,795010,33.85619,-5.64397
2026-06-15,equipements,haute,ARRONDISSEMENT DE ZOUAGUA,PREFECTURE DE FES,REGION DE FES-MEKNES,Construction,education,0,0,12302.0,education · 12 302 m2,ZOUAGHA,GUcfes-0114/2026,684917,34.04145,-5.04284
2026-06-15,industriel,haute,COMMUNE OULED HCINE,PROVINCE EL JADIDA,REGION DE CASABLANCA-SETTAT,Modification / Aménagement,industriel,0,0,13180.0,industriel · 13 180 m2,Douar Lamaachate,GUohn-0004/2026,771208,33.08215,-8.49829
2026-06-14,hotellerie,normale,ARRONDISSEMENT DE MARRAKECH-MEDINA,PREFECTURE DE MARRAKECH,REGION DE MARRAKECH-SAFI,Modification / Aménagement,hotel,0,0,171.0,hotel · 171 m2,"BAB DOUKKALA, DERB JDID, SABAT EL MOUBAREK, LOT N° 205, MARRAKECH-MEDINA",GUcmkh-0566/2026,768709,31.63496,-7.99572
2026-06-14,hotellerie,normale,ARRONDISSEMENT DE MARRAKECH-MEDINA,PREFECTURE DE MARRAKECH,REGION DE MARRAKECH-SAFI,Modification / Aménagement,hotel,0,0,112.0,hotel · 112 m2,PROPRIETE DITE SAADIENNE BIHI -1 RUE KANNARIA MEDINA,GUcmkh-0565/2026,756101,31.77063,-7.99032
2026-06-14,industriel,normale,ARRONDISSEMENT DE MENARA,PREFECTURE DE MARRAKECH,REGION DE MARRAKECH-SAFI,Construction,industriel,0,0,140.0,industriel · 140 m2 · sous-sol,"Propriété dite:""Adil-II-14""   Marrakech",GUcmkh-0556/2026,745594,31.69028,-8.05736
2026-06-14,grands_projets,haute,ARRONDISSEMENT DE GUELIZ,PREFECTURE DE MARRAKECH,REGION DE MARRAKECH-SAFI,Groupement d'habitations,residence,5,0,5543.0,residence · R+5 · 5 543 m2,"PRTE DITE LA BELLE VUE 8, PREFECTURE DE MARRAKECH ARRONDISSEMENT GUELIZ AVENUE EL MOUQAOUAMA LOTISSE",GUcmkh-0577/2026,755798,31.63085,-8.02613
2026-06-14,equipements,normale,ARRONDISSEMENT DE MENARA,PREFECTURE DE MARRAKECH,REGION DE MARRAKECH-SAFI,Modification / Aménagement,education,0,0,1035.0,education · 1 035 m2,LOTISSEMENT ZOHOUR TARGA TR 7-54 MARRAKECH,GUcmkh-0573/2026,769946,31.67371,-8.07269
2026-06-14,equipements,normale,COMMUNE BOUZNIKA,PROVINCE BEN SLIMANE,REGION DE CASABLANCA-SETTAT,Construction,education,0,0,197.0,education · 197 m2 · sous-sol,LOTISSEMENT AL BORJ LOT CRECHE COMMUNE BOUZNIKA,GUbzk-0260/2026,613865,33.78416,-7.15449
2026-06-13,lotissements,haute,COMMUNE D'AIN ATTIG,PREFECTURE SKHIRATE TEMARA,REGION DE RABAT-SALE-KENITRA,Lotissement,lotissement,0,0,13077.0,lotissement · 13 077 m2,"propriété dite ELHAMMIRI I, douar OULAD SLAMA commune d’Ain Attig",GUatig-0113/2026,658025,33.88112,-6.96442
2026-06-12,equipements,normale,ARRONDISSEMENT SIDI MOUMEN,PRÉFECTURE SIDI BERNOUSSI,REGION DE CASABLANCA-SETTAT,Construction,sante,4,0,484.0,sante · R+4 · 484 m2 · sous-sol,LOTISSEMENT SALAM 1 LOT FB3,GUcas-0617/2026,716154,33.59729,-7.49404
2026-06-12,equipements,haute,COMMUNE LAAMRIA,PROVINCE SIDI BENNOUR,REGION DE CASABLANCA-SETTAT,Construction,education,0,0,16000.0,education · 16 000 m2,AL AMRIA,GUlam-0003/2026,647712,32.79948,-8.23748
2026-06-12,equipements,normale,COMMUNE BERRECHID,PROVINCE BERRECHID,REGION DE CASABLANCA-SETTAT,Modification / Aménagement,sante,0,0,76.0,sante · 76 m2,LOTISSEMENT LAYALI LOT N°121,GUbrch-0283/2026,736640,30.48173,-10.60134
2026-06-12,equipements,normale,COMMUNE EL JADIDA,PROVINCE EL JADIDA,REGION DE CASABLANCA-SETTAT,Modification / Aménagement,education,0,0,267.0,education · 267 m2,LOTISSEMENT « GHAZOUA » LOT N° 08 EL JADIDA,GUejd-0423/2026,771510,33.23766,-8.50645
2026-06-12,grands_projets,normale,ARRONDISSEMENT SIDI BELYOUT,PRÉFECTURE ANFA,REGION DE CASABLANCA-SETTAT,Modification / Aménagement,education,6,0,271.0,education · R+6 · 271 m2 · sous-sol,Rue Moussa Bnou Noussair,GUcas-0612/2026,769865,33.58899,-7.62936
2026-06-12,equipements,normale,ARRONDISSEMENT MOULAY RACHID,PRÉFECTURE MOULAY RACHID,REGION DE CASABLANCA-SETTAT,Modification / Aménagement,education,1,0,841.0,education · R+1 · 841 m2,LOTISSEMENT ERRAHMA MOULAY RACHID,GUcas-0615/2026,706964,33.56626,-7.53221
2026-06-12,lotissements,haute,COMMUNE D'AIN JOHRA-SIDI BOUKHALKHAL,PROVINCE DE KHEMISSAT,REGION DE RABAT-SALE-KENITRA,Morcellement,autre,0,0,62845.0,62 845 m2,Province de khmisset Commune ain johara,GUcajs-0032/2026,772904,33.89988,-6.47459
2026-06-12,lotissements,haute,COMMUNE D'AIN JOHRA-SIDI BOUKHALKHAL,PROVINCE DE KHEMISSAT,REGION DE RABAT-SALE-KENITRA,Morcellement,autre,0,0,60550.0,60 550 m2,DR AIT LARBI OUALI C.T AIN JOHRA,GUcajs-0033/2026,744684,34.04745,-6.38122
2026-06-12,grands_projets,haute,COMMUNE DE GUEZNAIA,PREFECTURE DE TANGER-ASSILAH,REGION DE TANGER-TETOUAN-AL HOCEIMA,Groupement d'habitations,autre,0,0,7018.0,7 018 m2,"Commune de Gzenaya, Tanger",GUckza-0049/2026,708994,35.70979,-5.91307
2026-06-12,industriel,normale,COMMUNE SAHEL OULAD H'RIZ,PROVINCE BERRECHID,REGION DE CASABLANCA-SETTAT,Construction,industriel,3,0,117.0,industriel · R+3 · 117 m2,"LOTISSEMENT IZDIHAR, LOT N°325, SAHEL OULED HRIZ",GUsoh-0023/2026,775811,33.36925,-7.85127
2026-06-12,hotellerie,normale,COMMUNE DE SIDI IFNI,PROVINCE DE SIDI IFNI,REGION DE GUELMIM-OUED NOUN,Modification / Aménagement,hotel,0,0,139.0,hotel · 139 m2,QUARTIER IDOUFKIR,GUcsin-0073/2026,796196,29.38169,-10.16196
2026-06-12,lotissements,haute,COMMUNE D'AIN CHKEF,PROVINCE DE MOULAY YAACOUB,REGION DE FES-MEKNES,Morcellement,autre,0,0,77594.0,77 594 m2,"Coopérative Hillal, Route de Ras El Ma, Commune Ain Chkef",GUcacf-0164/2026,648078,33.9834,-5.14548
2026-06-12,industriel,haute,COMMUNE DE HJAR ENNHAL,PREFECTURE DE TANGER-ASSILAH,REGION DE TANGER-TETOUAN-AL HOCEIMA,Construction,industriel,0,0,1538250.0,industriel · 1 538 250 m2,Merdja Cheriouarr,GUchel-0006/2026,804904,35.62335,-5.92626
2026-06-12,grands_projets,haute,ARRONDISSEMENT HAY HASSANI,PRÉFECTURE HAY HASSANI,REGION DE CASABLANCA-SETTAT,Construction,bureau,15,0,3568.0,bureau · R+15 · 3 568 m2 · sous-sol,HAY HASSANI LOT 7-1,GUcas-0616/2026,753014,33.56947,-7.66303
2026-06-12,lotissements,haute,COMMUNE D'OUARZAZATE,PROVINCE D'OUARZAZATE,REGION DE DARAA-TAFILALET,Morcellement,autre,0,0,114344.0,114 344 m2,"Place centre ouarzazate , zone hotéliere 1",GUcozz-0128/2026,786148,34.52192,-6.9686
2026-06-12,lotissements,haute,COMMUNE DE BOUFAKRANE,PREFECTURE DE MEKNES,REGION DE FES-MEKNES,Lotissement,lotissement,0,0,39906.0,lotissement · 39 906 m2,"COMMUNE DE BOUFEKRANE, MEKNES",GUcbfe-0073/2026,702972,33.7574,-5.47805
2026-06-12,lotissements,haute,COMMUNE D'AIN ORMA,PREFECTURE DE MEKNES,REGION DE FES-MEKNES,Morcellement,autre,0,0,35665.0,35 665 m2,ain orma,GUcaoa-0002/2026,627268,33.88091,-5.73498
2026-06-12,industriel,normale,COMMUNE MOHAMMEDIA,PRÉFECTURE MOHAMMEDIA,REGION DE CASABLANCA-SETTAT,Modification / Aménagement,industriel,3,0,1115.0,industriel · R+3 · 1 115 m2 · sous-sol,"LOTISSEMENT ZONE INDUSTRIELLE SUD OUEST LOT N° 101, MOHAMMEDIA",GUmhd-0129/2026,769079,33.66491,-7.4074
2026-06-12,lotissements,haute,COMMUNE D'AIN JOHRA-SIDI BOUKHALKHAL,PROVINCE DE KHEMISSAT,REGION DE RABAT-SALE-KENITRA,Morcellement,autre,0,0,20020.0,20 020 m2,"Pce de Khémisset, Cle Tiflet, C.R Ain Johra Sidi Boukhalkhal ,Dr Ait Qassou",GUcajs-0035/2026,798823,33.92791,-6.4092
2026-06-12,lotissements,haute,COMMUNE D'AIN JOHRA-SIDI BOUKHALKHAL,PROVINCE DE KHEMISSAT,REGION DE RABAT-SALE-KENITRA,Morcellement,autre,0,0,44840.0,44 840 m2,"Situation du Terrain : Pve de Khemisset ,Cle de Tiflet ,  C.T Ain Jouhra Sidi Boukhalkhal  ,  Dr  Ai",GUcajs-0034/2026,775563,33.93474,-6.35373
2026-06-12,grands_projets,normale,COMMUNE D'AIN CHKEF,PROVINCE DE MOULAY YAACOUB,REGION DE FES-MEKNES,Construction,social,0,0,471.0,social · 471 m2,CENTRE RAS EL MA - PROVINCE MOULAY YACOUB,GUcacf-0154/2026,698142,33.97347,-5.09674
2026-06-11,grands_projets,haute,COMMUNE BOUSKOURA,PROVINCE NOUACEUR,REGION DE CASABLANCA-SETTAT,Groupement d'habitations,residence,1,0,15196.0,residence · R+1 · 15 196 m2 · sous-sol,"Angle P3026, Bouskoura Ville Verte, Casablanca",GUbsk-0200/2026,645485,33.48358,-7.62317
2026-06-11,hotellerie,normale,ARRONDISSEMENT DE FES-MEDINA,PREFECTURE DE FES,REGION DE FES-MEKNES,Modification / Aménagement,hotel,0,0,438.0,hotel · 438 m2,"Nº2 DERB DRISSI DOUH BATHA, ANCIENNE MEDINA FES",GUcfes-0119/2026,805513,34.05974,-4.97922
2026-06-11,hotellerie,normale,ARRONDISSEMENT DE MARRAKECH-MEDINA,PREFECTURE DE MARRAKECH,REGION DE MARRAKECH-SAFI,Modification / Aménagement,hotel,0,0,99.0,hotel · 99 m2,QUARTIER ASSOUEL LOTISSEMENT ARSET EL MELLAK LAKHMIS,GUcmkh-0570/2026,748867,31.6361,-7.987
2026-06-11,lotissements,haute,COMMUNE D'AIN BIDA,PREFECTURE DE FES,REGION DE FES-MEKNES,Morcellement,autre,0,0,30000.0,30 000 m2,PREFECTURE DE FES - COMMUNE AIN BIDA - COOPERATIVE MALAKIA - MALAKIA 1,GUcabi-0051/2026,714510,33.95333,-4.92792
2026-06-11,hotellerie,normale,ARRONDISSEMENT DE MARRAKECH-MEDINA,PREFECTURE DE MARRAKECH,REGION DE MARRAKECH-SAFI,Modification / Aménagement,hotel,0,0,177.0,hotel · 177 m2,"QUARTIER HILANA, DERB EL CADI N°82",GUcmkh-0569/2026,785052,31.62673,-7.98089
2026-06-11,industriel,normale,ARRONDISSEMENT DE MENARA,PREFECTURE DE MARRAKECH,REGION DE MARRAKECH-SAFI,Construction,industriel,2,0,275.0,industriel · R+2 · 275 m2,LOTISSEMENT Z.A AL MASSAR LOT N° 427 - MARRAKECH,GUcmkh-0563/2026,769130,31.67439,-8.03736
2026-06-11,hotellerie,normale,ARRONDISSEMENT DE MARRAKECH-MEDINA,PREFECTURE DE MARRAKECH,REGION DE MARRAKECH-SAFI,Modification / Aménagement,hotel,0,0,92.0,hotel · 92 m2,"HAY HART SOURA DERB EL BABOUR N°6, MARRAKECH-MEDINA",GUcmkh-0561/2026,768710,31.63277,-7.98411
2026-06-11,hotellerie,normale,COMMUNE D'ISSEN,PROVINCE DE TAROUDANT,REGION DE SOUSS-MASSA,Modification / Aménagement,hotel,1,0,332.0,hotel · R+1 · 332 m2,DOUAR LMJALAA,GUciss-0043/2026,715861,30.45065,-9.25501
2026-06-11,grands_projets,normale,COMMUNE DE NADOR,PROVINCE DE NADOR,REGION DE L'ORIENTALE,Groupement d'habitations,villa,2,0,423.0,villa · R+2 · 423 m2,QUARTIER AARID,GUcndr-0208/2026,598095,35.14871,-2.92993
2026-06-11,industriel,normale,COMMUNE TIT MELLIL,PROVINCE MEDIOUNA,REGION DE CASABLANCA-SETTAT,Construction,industriel,2,0,1052.0,industriel · R+2 · 1 052 m2,Lotissement  Industriel  Hakim  LOT N°70,GUttm-0082/2026,781757,33.53094,-7.48984
2026-06-11,equipements,normale,COMMUNE DE TOUNFITE,PROVINCE DE MIDELT,REGION DE DARAA-TAFILALET,Construction,education,0,0,270.0,education · 270 m2,DOUAR AIT BOUYEZGAR.,GUcnft-0011/2026,795445,32.51625,-5.03875
2026-06-11,hotellerie,normale,COMMUNE DE SOUK SEBT OULAD NEMMA,PROVINCE DE FQUIH BEN SALEH,REGION DE BENI MELLAL-KHENIFRA,Modification / Aménagement,hotel,2,0,90.0,hotel · R+2 · 90 m2,QUARTIER  EL HOUDA,GUcsso-0090/2026,752428,32.29363,-6.70756
2026-06-11,hotellerie,normale,ARRONDISSEMENT DE MARRAKECH-MEDINA,PREFECTURE DE MARRAKECH,REGION DE MARRAKECH-SAFI,Modification / Aménagement,hotel,0,0,180.0,hotel · 180 m2,"Pte dite ''DOUIRIA"""" Rue Arset aouzal N°83 et Pte dite """"Melk Si Brahim III '' Arset Aouzal N° 209",GUcmkh-0557/2026,731224,31.63143,-7.99404
2026-06-11,grands_projets,haute,COMMUNE DE BNI YKHLEF,PROVINCE DE KHOURIBGA,REGION DE BENI MELLAL-KHENIFRA,Groupement d'habitations,commerce,1,0,27057.0,commerce · R+1 · 27 057 m2,"ANGLE BD DE LA PALESTINE ET LA RN1, RPT AIN TEKKI",GUbyk-0145/2026,740030,33.66683,-7.35688
2026-06-11,hotellerie,normale,ARRONDISSEMENT DE SIDI YOUSSEF BEN ALI,PREFECTURE DE MARRAKECH,REGION DE MARRAKECH-SAFI,Construction,hotel,0,0,303.0,hotel · 303 m2,"Propriété dite Dar El Hadj Mohamed, Préfecture de Marrakech, Arrondissement Sidi Youssef Ben Ali, De",GUcmkh-0545/2026,772026,31.62253,-7.97276
