date_delivrance,lead_cat,priorite,commune,prefecture,region,nature,building_type,floors,n_units_stated,surface,resume,adp,n_permis,dossier_id,lat,lon
2026-03-18,equipements,normale,COMMUNE DE BEN GUERIR,PROVINCE DE RHAMNA,REGION DE MARRAKECH-SAFI,Modification / Aménagement,sante,0,0,96.0,sante · 96 m2,LOTISSEMENT ENNASR LOT N°216,GUcbgr-0115/2026,748505,32.22177,-7.94136
2026-03-18,lotissements,haute,COMMUNE DE FNIDEQ,PREFECTURE DE MDIQ-FNIDEQ,REGION DE TANGER-TETOUAN-AL HOCEIMA,Lotissement,lotissement,0,0,121382.41,lotissement · 121 382 m2,HAEDRA,GUcfdq-0010/2026,765165,35.81996,-5.36989
2026-03-18,grands_projets,haute,ARRONDISSEMENT AIN CHOCK,PRÉFECTURE AIN CHOCK,REGION DE CASABLANCA-SETTAT,Groupement d'habitations,residence,2,0,6058.0,residence · R+2 · 6 058 m2 · sous-sol,Propriété dite : MEKRACHI KATRANI DOUAR OULED HADDOU AIN CHOCK -CASABLANCA-,GUcas-0251/2026,671655,33.52103,-7.60498
2026-03-18,equipements,normale,COMMUNE DE SIDI AAYAD,PROVINCE DE MIDELT,REGION DE DARAA-TAFILALET,Construction,education,0,0,3014.0,education · 3 014 m2,CERCLE RICH,GUcsyd-0005/2026,654827,35.87994,-4.50045
2026-03-17,industriel,normale,COMMUNE DE TEMARA,PREFECTURE SKHIRATE TEMARA,REGION DE RABAT-SALE-KENITRA,Modification / Aménagement,industriel,0,0,48.0,industriel · 48 m2,"PROPRIETE DITE AL WIFAQ 1407-2 Magasin n°5, TEMARA",GUtmr-0087/2026,767749,33.9237,-6.93239
2026-03-17,industriel,normale,ARRONDISSEMENT SIDI BERNOUSSI,PRÉFECTURE SIDI BERNOUSSI,REGION DE CASABLANCA-SETTAT,Construction,industriel,4,0,537.0,industriel · R+4 · 537 m2 · sous-sol,LOTISSEMENT LONGOMETAL LOT 58,GUcas-0253/2026,727344,33.62782,-7.49425
2026-03-17,equipements,normale,ARRONDISSEMENT DE TABRIQUET,PREFECTURE DE SALE,REGION DE RABAT-SALE-KENITRA,Modification / Aménagement,education,0,0,124.0,education · 124 m2,IMMEUBLE AMAL BOULEVARD LALLA ASMAE TABRIQUET,GUsale-0041/2026,735510,34.0403,-6.80676
2026-03-17,lotissements,haute,COMMUNE DE MQAM TOLBA,PROVINCE DE KHEMISSAT,REGION DE RABAT-SALE-KENITRA,Morcellement,autre,0,0,48070.0,48 070 m2,Douar Lamarid Ait M'Ghar,GUcmtb-0008/2026,743444,33.91992,-6.32736
2026-03-17,grands_projets,haute,COMMUNE DE TEMARA,PREFECTURE SKHIRATE TEMARA,REGION DE RABAT-SALE-KENITRA,Groupement d'habitations,immeuble,4,0,7980.0,immeuble · R+4 · 7 980 m2,"Propriété dite BOUAALLAGA, quartier AL WIFAQ , Commune Temara",GUtmr-0099/2026,730027,33.92296,-6.93908
2026-03-17,grands_projets,normale,COMMUNE DE KENITRA,PROVINCE DE KENITRA,REGION DE RABAT-SALE-KENITRA,Construction,immeuble,6,0,4072.0,immeuble · R+6 · 4 072 m2,RUE ZEMZEM,GUckia-0874/2026,694831,34.25428,-6.59254
2026-03-17,industriel,normale,COMMUNE HAD SOUALEM,PROVINCE BERRECHID,REGION DE CASABLANCA-SETTAT,Construction,industriel,2,0,160.0,industriel · R+2 · 160 m2,LOTISSEMENT EZAHRA III LOT N° 57,GUhsm-0107/2026,740827,33.41502,-7.84504
2026-03-17,equipements,normale,COMMUNE OULED AZZOUZ,PROVINCE NOUACEUR,REGION DE CASABLANCA-SETTAT,Construction,education,0,0,2178.0,education · 2 178 m2,LOTISSEMENT IMMO III LOT N°79,GUoaz-0075/2026,685451,33.52383,-7.769
2026-03-17,grands_projets,normale,COMMUNE DE TEMARA,PREFECTURE SKHIRATE TEMARA,REGION DE RABAT-SALE-KENITRA,Construction,social,2,0,109.0,social · R+2 · 109 m2 · sous-sol,lotissement Roman 3,GUtmr-0025/2026,301244,33.90937,-6.92683
2026-03-17,grands_projets,haute,COMMUNE AIN HARROUDA,PRÉFECTURE MOHAMMEDIA,REGION DE CASABLANCA-SETTAT,Modification / Aménagement,residence,16,0,4432.0,residence · R+16 · 4 432 m2,LA NOUVELLE VILLE DE ZENATA LOT 17,GUahd-0036/2026,706767,33.64828,-7.47481
2026-03-17,lotissements,haute,COMMUNE DE MATMATA,PROVINCE DE TAZA,REGION DE FES-MEKNES,Morcellement,autre,0,0,228400.0,228 400 m2,"Commune Matmata, Cercle Tahla,",GUcmmt-0004/2026,726004,34.1086,-4.47613
2026-03-17,industriel,haute,COMMUNE AIN HARROUDA,PRÉFECTURE MOHAMMEDIA,REGION DE CASABLANCA-SETTAT,Modification / Aménagement,industriel,0,0,6568.0,industriel · 6 568 m2,"GABY II-10, COMMUNE DE AIN HARROUDA",GUahd-0035/2026,608010,33.6651,-7.42883
2026-03-17,grands_projets,normale,COMMUNE D'AIT KAMRA,PROVINCE D'AL HOCEIMA,REGION DE TANGER-TETOUAN-AL HOCEIMA,Groupement d'habitations,residence,4,0,805.0,residence · R+4 · 805 m2,lieu dit: Erewaz,GUcaka-0008/2026,734645,35.14195,-3.99005
2026-03-17,grands_projets,normale,COMMUNE DE TAZA,PROVINCE DE TAZA,REGION DE FES-MEKNES,Construction,immeuble,6,0,316.0,immeuble · R+6 · 316 m2 · sous-sol,"Pce de taza, commune de taza, lotissement amine sakane lot n3 taza",GUctaa-0098/2026,732903,34.22567,-3.97881
2026-03-17,lotissements,haute,COMMUNE DE BRACHOUA,PROVINCE DE KHEMISSAT,REGION DE RABAT-SALE-KENITRA,Morcellement,autre,0,0,250600.0,250 600 m2,"Cercle Rommani, Commune BRACHOUA",GUcbca-0004/2026,724566,33.66887,-6.65973
2026-03-17,hotellerie,normale,COMMUNE DE TARMIGT,PROVINCE D'OUARZAZATE,REGION DE DARAA-TAFILALET,Modification / Aménagement,hotel,2,0,150.0,hotel · R+2 · 150 m2,DOUAR TABOUNTE TARMIGTE,GUcmig-0089/2026,743244,34.50407,-6.98238
2026-03-17,grands_projets,normale,COMMUNE DE HARBIL,PREFECTURE DE MARRAKECH,REGION DE MARRAKECH-SAFI,Construction,social,2,0,73.0,social · R+2 · 73 m2,TAMANSOURT TRANCHE 7 NO 42J,GUchbl-0145/2026,772480,31.76962,-8.11496
2026-03-17,hotellerie,normale,COMMUNE DE MECHOUAR-KASBA,PREFECTURE DE MARRAKECH,REGION DE MARRAKECH-SAFI,Modification / Aménagement,hotel,1,0,136.0,hotel · R+1 · 136 m2,HLIM AHMED EL KASBA RUE BAB LAKASIBA DERB BELKADI LOT N° 38 MEDINA MARRAKECH,GUcmka-0045/2026,750406,31.61216,-7.98908
2026-03-17,lotissements,haute,COMMUNE D'OULAD YOUSSEF,PROVINCE DE BENI MELLAL,REGION DE BENI MELLAL-KHENIFRA,Morcellement,autre,0,0,147887.0,147 887 m2,"PCE DE BENI MELLAL,CERCLE DE KASBA TADLA ,Commune de Kasba Tadla",GUcoyf-0010/2026,712467,32.49669,-6.35054
2026-03-17,lotissements,haute,COMMUNE DE SEBAA ROUADI,PROVINCE DE MOULAY YAACOUB,REGION DE FES-MEKNES,Morcellement,autre,0,0,130479.0,130 479 m2,SBAA ROUADI,GUcsri-0012/2026,752726,34.02128,-5.16358
2026-03-16,equipements,haute,COMMUNE DE TANANT,PROVINCE D'AZILAL,REGION DE BENI MELLAL-KHENIFRA,Construction,education,0,0,128800.0,education · 128 800 m2,"l’Institut Technique Agricole deTanante, Province d’Azilal",GUctat-0002/2026,706075,31.86714,-6.9454
2026-03-16,industriel,normale,COMMUNE DE SIDI BOU OTHMANE,PROVINCE DE RHAMNA,REGION DE MARRAKECH-SAFI,Construction,industriel,0,0,759.0,industriel · 759 m2,PARC INDUSTRIEL SIDI BOUATHMANE LOT N°348-349-350,GUcsbo-0019/2026,748683,31.93492,-7.9364
2026-03-16,equipements,normale,COMMUNE DE TEMARA,PREFECTURE SKHIRATE TEMARA,REGION DE RABAT-SALE-KENITRA,Construction,sante,2,0,319.0,sante · R+2 · 319 m2 · sous-sol,TF.129298/38 propriété dite FARRAHA 1 EQ EPIG -1,GUtmr-0083/2026,702563,33.89762,-6.92737
2026-03-16,grands_projets,normale,COMMUNE OULED SALEH,PROVINCE NOUACEUR,REGION DE CASABLANCA-SETTAT,Modification / Aménagement,residence,6,0,973.0,residence · R+6 · 973 m2 · sous-sol,TRANCHE LOT RC3 27 OPERATION ANNASR OULED SALEH,GUosh-0022/2026,705666,33.41927,-7.67276
2026-03-16,industriel,normale,COMMUNE SAHEL OULAD H'RIZ,PROVINCE BERRECHID,REGION DE CASABLANCA-SETTAT,Construction,industriel,3,0,113.0,industriel · R+3 · 113 m2,LOTISSEMENT IZDIHAR LOT N° 151,GUsoh-0003/2026,727413,33.37121,-7.85285
2026-03-16,lotissements,haute,COMMUNE DE SEBAA ROUADI,PROVINCE DE MOULAY YAACOUB,REGION DE FES-MEKNES,Morcellement,agricole,0,0,30098.0,agricole · 30 098 m2,DOUIET,GUcsri-0011/2026,755400,34.04717,-5.17424
2026-03-16,lotissements,haute,COMMUNE DE MTARNAGHA,PROVINCE DE SEFROU,REGION DE FES-MEKNES,Morcellement,autre,0,0,155600.0,155 600 m2,commune m'tarnagha Coop. Yazghia,GUcmna-0001/2026,742985,33.92782,-4.55918
2026-03-16,lotissements,haute,COMMUNE DE SIDI ETTIJI,PROVINCE DE SAFI,REGION DE MARRAKECH-SAFI,Morcellement,autre,0,0,159620.0,159 620 m2,CERCLE ABDA TRIBU DES AHMAR,GUcsei-0002/2025,687422,32.24271,-8.9269
2026-03-16,lotissements,haute,COMMUNE D'EL MAADER EL KABIR,PROVINCE DE TIZNIT,REGION DE SOUSS-MASSA,Morcellement,autre,0,0,15617.0,15 617 m2,DOUAR IZOUIKA,GUcmkr-0010/2026,766098,29.92748,-9.54576
2026-03-16,lotissements,haute,COMMUNE DE GUETTAYA,PROVINCE DE BENI MELLAL,REGION DE BENI MELLAL-KHENIFRA,Lotissement,lotissement,0,0,9951.0,lotissement · 9 951 m2,AMICALE DOAAE KASBA TADLA,GUcgta-0018/2026,722292,32.59946,-6.29088
2026-03-16,lotissements,haute,COMMUNE D'AIT MALEK,PROVINCE DE KHEMISSAT,REGION DE RABAT-SALE-KENITRA,Morcellement,autre,0,0,96120.0,96 120 m2,"Province de Khemisset, Cercle de Tiflet, C.T Ait Malek , Douar Ait Ali Oulahcen",GUcamk-0012/2026,695210,33.9766,-6.54972
2026-03-16,equipements,normale,COMMUNE D'OUISLANE,PREFECTURE DE MEKNES,REGION DE FES-MEKNES,Construction,education,0,0,1734.0,education · 1 734 m2,"LOTISSEMENT RIAD AL OMRANE TR 5 LOT ""ECOLE PRIVEE 4"" OUISLANE",GUcose-0086/2026,760131,33.90909,-5.46331
2026-03-16,grands_projets,haute,ARRONDISSEMENT HAY HASSANI,PRÉFECTURE HAY HASSANI,REGION DE CASABLANCA-SETTAT,Groupement d'habitations,bureau,16,0,5786.0,bureau · R+16 · 5 786 m2,CASA ANFA LOT 43-1 PREFECTURE DE CASABLANCA COMMUNE DE CASABLANCA ARRONDISSEMENT HAY HASSANI CASA-AN,GUcas-0244/2026,745315,33.55989,-7.66614
2026-03-16,grands_projets,normale,COMMUNE DE HARBIL,PREFECTURE DE MARRAKECH,REGION DE MARRAKECH-SAFI,Construction,social,2,0,72.0,social · R+2 · 72 m2,TAMANSOURT TRANCHE 7 NO 22C,GUchbl-0138/2026,740173,31.75871,-8.11959
2026-03-16,lotissements,haute,COMMUNE DE TANCHERFI,PROVINCE DE TAOURIRT,REGION DE L'ORIENTALE,Morcellement,autre,0,0,127187.0,127 187 m2,Douar Ouled Boumaid,GUctcf-0001/2026,716252,34.51383,-2.54543
2026-03-16,industriel,normale,COMMUNE EL MACHREK,PROVINCE SIDI BENNOUR,REGION DE CASABLANCA-SETTAT,Construction,industriel,0,0,521.0,industriel · 521 m2,ZONE INDUSTRIEL TOUILAAT UNITE N° 193,GUlmk-0015/2026,747503,32.7597,-8.48103
2026-03-15,lotissements,haute,COMMUNE ECHELLALATE,PRÉFECTURE MOHAMMEDIA,REGION DE CASABLANCA-SETTAT,Lotissement,lotissement,3,0,17474.0,lotissement · R+3 · 17 474 m2,Douar Ouled Sidi Ali Chtaiba,GUchl-0032/2026,728970,33.6204,-7.45156
2026-03-15,grands_projets,haute,COMMUNE DE TAZA,PROVINCE DE TAZA,REGION DE FES-MEKNES,Groupement d'habitations,lotissement,2,0,21006.0,lotissement · R+2 · 21 006 m2,"Propriété dite : DOUKKALIA, Lieu dit Chlouha",GUctaa-0099/2026,693936,34.21554,-3.99685
2026-03-15,industriel,normale,COMMUNE ECHELLALATE,PRÉFECTURE MOHAMMEDIA,REGION DE CASABLANCA-SETTAT,Modification / Aménagement,industriel,0,0,4478.0,industriel · 4 478 m2,LOTISSEMENT INDUSTRIEL BLED SOLB LOTS N°68 - 69 - 70,GUchl-0013/2026,719042,33.62914,-7.43234
2026-03-15,grands_projets,normale,COMMUNE DE FQUIH BEN SALAH,PROVINCE DE FQUIH BEN SALEH,REGION DE BENI MELLAL-KHENIFRA,Construction,social,1,0,70.0,social · R+1 · 70 m2,LOTISSEMENT SIDI KHALKHAL LOT N° 299A,GUcfbs-0068/2026,672028,32.51894,-6.69186
2026-03-15,industriel,normale,ARRONDISSEMENT DE MENARA,PREFECTURE DE MARRAKECH,REGION DE MARRAKECH-SAFI,Modification / Aménagement,industriel,2,0,265.0,industriel · R+2 · 265 m2 · sous-sol,LOTISSEMENT AL MASSAR LOT 663 ARR. MENARA,GUcmkh-0265/2026,764441,31.67306,-8.03668
2026-03-14,grands_projets,haute,COMMUNE DE LAAYOUNE,PROVINCE DE LAAYOUNE,REGION DE LAAYOUNE-SAKIA EL HAMRA,Groupement d'habitations,residence,0,240,31833.0,residence · ~240 logts · 31 833 m2,"Laayoune ,Avenue Al Barae Bno Malek",GUclyn-0135/2026,716616,30.56377,-10.45231
2026-03-14,hotellerie,haute,ARRONDISSEMENT DE TANGER-MEDINA,PREFECTURE DE TANGER-ASSILAH,REGION DE TANGER-TETOUAN-AL HOCEIMA,Modification / Aménagement,hotel,0,0,8262.0,hotel · 8 262 m2,ROUTE DE RABAT,GUctgr-0046/2026,694948,35.73803,-5.85132
2026-03-14,hotellerie,normale,ARRONDISSEMENT DE MARRAKECH-MEDINA,PREFECTURE DE MARRAKECH,REGION DE MARRAKECH-SAFI,Modification / Aménagement,hotel,0,0,133.0,hotel · 133 m2,DERB BEN ALLAL I N°3 ET 4 ASSOUEL,GUcmkh-0218/2026,748218,30.47969,-10.60348
2026-03-14,hotellerie,normale,ARRONDISSEMENT DE GUELIZ,PREFECTURE DE MARRAKECH,REGION DE MARRAKECH-SAFI,Modification / Aménagement,hotel,0,0,343.0,hotel · 343 m2 · sous-sol,RUE MOHAMED EL BEQAL GUELIZ,GUcmkh-0266/2026,757541,31.63638,-8.01618
2026-03-14,grands_projets,haute,ARRONDISSEMENT DE TANGER-MEDINA,PREFECTURE DE TANGER-ASSILAH,REGION DE TANGER-TETOUAN-AL HOCEIMA,Construction,bureau,7,0,499.0,bureau · R+7 · 499 m2,"AV SENHAJA, PRINCE HERITIER, TANGER",GUctgr-0035/2026,664551,35.77231,-5.80989
2026-03-14,equipements,normale,ARRONDISSEMENT DE TANGER-MEDINA,PREFECTURE DE TANGER-ASSILAH,REGION DE TANGER-TETOUAN-AL HOCEIMA,Modification / Aménagement,education,0,0,255.37,education · 255 m2,SISE A LIEU DIT ZYATEN,GUctgr-0044/2026,613035,35.74032,-5.89018
2026-03-14,grands_projets,normale,ARRONDISSEMENT DE SOUANI,PREFECTURE DE TANGER-ASSILAH,REGION DE TANGER-TETOUAN-AL HOCEIMA,Modification / Aménagement,bureau,6,0,381.0,bureau · R+6 · 381 m2,QUARTIER PORTUGAL,GUctgr-0038/2026,728701,35.76943,-5.80824
2026-03-14,grands_projets,haute,ARRONDISSEMENT DE BNI MAKADA,PREFECTURE DE TANGER-ASSILAH,REGION DE TANGER-TETOUAN-AL HOCEIMA,Groupement d'habitations,education,3,0,5360.0,education · R+3 · 5 360 m2,"Lieu-dit Aouqafs 239, Branes (Mitoyen au Lotissement Zéro défault), Tanger",GUctgr-0048/2026,307663,35.74225,-5.86514
2026-03-14,equipements,normale,COMMUNE DE KENITRA,PROVINCE DE KENITRA,REGION DE RABAT-SALE-KENITRA,Modification / Aménagement,education,0,0,198.0,education · 198 m2,"LOTISSEMENT HADDADA, LOT N°2039 ( Bureaux n°1 et 2)",GUckia-0816/2026,667251,34.26357,-6.62509
2026-03-13,industriel,haute,COMMUNE MOULAY ABDELLAH,PROVINCE EL JADIDA,REGION DE CASABLANCA-SETTAT,Construction,industriel,0,0,9793.75,industriel · 9 794 m2,Lot 46 Parc industriel MEDZ de Jorf Lasfar,GUmah-0020/2026,631493,33.15288,-8.58851
2026-03-13,equipements,haute,COMMUNE DE LAATTAOUIA,PROVINCE D'EL KELAA DES SRAGHNA,REGION DE MARRAKECH-SAFI,Construction,education,0,0,6841.0,education · 6 841 m2,"LYCEE COLLEGIAL OMAR EL KHAYYAM PRES DU LOTISSEMENT ""MIFTAH LKHIR""",GUclti-0054/2026,685337,31.81919,-7.31057
2026-03-13,equipements,normale,COMMUNE D'OUARZAZATE,PROVINCE D'OUARZAZATE,REGION DE DARAA-TAFILALET,Surélévation d'un bâtiment existant,sante,0,0,712.0,sante · 712 m2,VILLE OUARZAZATE,GUcozz-0046/2026,758755,30.92417,-6.92136
2026-03-13,industriel,haute,COMMUNE OULED AZZOUZ,PROVINCE NOUACEUR,REGION DE CASABLANCA-SETTAT,Construction,industriel,0,0,10000.0,industriel · 10 000 m2,Voie d’aménagement OA 53 Ouled Azzouz,GUoaz-0058/2026,685534,33.49284,-7.71334
2026-03-13,equipements,normale,COMMUNE D'OULAD MBAREK,PROVINCE DE BENI MELLAL,REGION DE BENI MELLAL-KHENIFRA,Modification / Aménagement,education,0,0,1918.0,education · 1 918 m2,"AGROPOLE IL-28-1 ET IL-28-2, COMMUNE OULED M'BAREK",GUcomk-0015/2026,765167,32.30254,-6.4407
2026-03-13,equipements,normale,COMMUNE OULED AZZOUZ,PROVINCE NOUACEUR,REGION DE CASABLANCA-SETTAT,Modification / Aménagement,sante,2,0,1367.0,sante · R+2 · 1 367 m2 · sous-sol,La vallée villas – route régionale n°320 Casablanca,GUoaz-0032/2026,556983,33.51072,-7.8231
2026-03-13,industriel,haute,COMMUNE OULED AZZOUZ,PROVINCE NOUACEUR,REGION DE CASABLANCA-SETTAT,Lotissement,industriel,0,0,25743.0,industriel · 25 743 m2,PROPRIETE DITE : ARD RMAL 5,GUoaz-0073/2026,741819,33.49598,-7.72308
2026-03-13,industriel,haute,COMMUNE OULED AZZOUZ,PROVINCE NOUACEUR,REGION DE CASABLANCA-SETTAT,Lotissement,industriel,4,0,62030.0,industriel · R+4 · 62 030 m2,Route Provinciale N°3032 Depuis Route Nationale N°1 Vers El Jadida,GUoaz-0072/2026,746767,33.50077,-7.7003
2026-03-13,lotissements,haute,COMMUNE D'AHL ANGAD,PREFECTURE D'OUJDA-ANGAD,REGION DE L'ORIENTALE,Morcellement,autre,0,0,91929.0,91 929 m2,COMMUN D'AHL ANGAD,GUcaan-0032/2026,756229,34.61595,-1.92883
2026-03-13,equipements,normale,ARRONDISSEMENT DE TABRIQUET,PREFECTURE DE SALE,REGION DE RABAT-SALE-KENITRA,Modification / Aménagement,sante,0,0,106.0,sante · 106 m2,ANGLE AV MOHAMED V ET AV ASSALAM LOTISSEMENT EL FROUGI HAY KARIMA IMM 1 MAG N°2 TABRIQUET SALE,GUsale-0039/2026,761141,34.0549,-6.79392
2026-03-13,equipements,normale,COMMUNE DAR BOUAZZA,PROVINCE NOUACEUR,REGION DE CASABLANCA-SETTAT,Construction,education,0,0,3581.0,education · 3 581 m2,COMMUNE DE DAR BOUAZZA DOUAR OULAD AZZOUZ,GUdbz-0098/2026,730499,33.07612,-7.74294
2026-03-13,equipements,normale,COMMUNE D'AIN ATTIG,PREFECTURE SKHIRATE TEMARA,REGION DE RABAT-SALE-KENITRA,Modification / Aménagement,sante,0,0,131.0,sante · 131 m2,"Propriete dite LAMIAE 36-2, Fraction divise no 8-8a",GUatig-0051/2026,740722,33.88432,-6.96509
2026-03-13,lotissements,haute,COMMUNE D'AIN JOHRA-SIDI BOUKHALKHAL,PROVINCE DE KHEMISSAT,REGION DE RABAT-SALE-KENITRA,Morcellement,autre,0,0,63999.0,63 999 m2,"Pce de Khemisset, Cle Tiflet, C.T Ain Johra Sidi Boukhalkhal  , Mselat Cooperative El Baraka",GUcajs-0012/2026,752897,33.88306,-6.46956
2026-03-13,equipements,normale,ARRONDISSEMENT D'AGDAL-RYAD,PREFECTURE DE RABAT,REGION DE RABAT-SALE-KENITRA,Modification / Aménagement,sante,1,0,440.0,sante · R+1 · 440 m2 · sous-sol,Ryad 6-k-9 Avenue Attannoub  Secteur 6 Hay Ryad-Rabat,GUrbt-0043/2026,743514,33.95501,-6.85867
2026-03-13,lotissements,haute,COMMUNE D'AIN ATTIG,PREFECTURE SKHIRATE TEMARA,REGION DE RABAT-SALE-KENITRA,Lotissement,lotissement,0,0,53129.0,lotissement · 53 129 m2,"propriété dite ""El Hamer"" commune ain attiq , douar rkaybiyine",GUatig-0049/2026,377122,33.88322,-6.95874
2026-03-13,grands_projets,haute,ARRONDISSEMENT HAY HASSANI,PRÉFECTURE HAY HASSANI,REGION DE CASABLANCA-SETTAT,Groupement d'habitations,agricole,4,0,6760.0,agricole · R+4 · 6 760 m2 · sous-sol,"FARAH ESSALAM, OULFA, CASABLANCA",GUcas-0237/2026,537003,33.53729,-7.69519
2026-03-13,industriel,normale,COMMUNE HAD SOUALEM,PROVINCE BERRECHID,REGION DE CASABLANCA-SETTAT,Modification / Aménagement,industriel,0,0,1530.0,industriel · 1 530 m2 · sous-sol,ZONE INDUSTRUELLE TRANCHE 4 LOT N°25,GUhsm-0089/2026,525125,33.42483,-7.82339
2026-03-13,industriel,normale,ARRONDISSEMENT SIDI BERNOUSSI,PRÉFECTURE SIDI BERNOUSSI,REGION DE CASABLANCA-SETTAT,Construction,industriel,4,0,1130.0,industriel · R+4 · 1 130 m2 · sous-sol,LOTISSEMENT LONGOMETAL LOT 28 ET 35,GUcas-0235/2026,735846,33.6299,-7.493
2026-03-12,equipements,normale,COMMUNE DAR BOUAZZA,PROVINCE NOUACEUR,REGION DE CASABLANCA-SETTAT,Construction,education,0,0,3113.0,education · 3 113 m2 · sous-sol,PROP. DITE TAHRA ROUTE D'AZEMMOUR DAR BOUAZZA,GUdbz-0075/2026,532182,33.51874,-7.79917
2026-03-12,industriel,normale,ARRONDISSEMENT DE JNANE EL OUARD,PREFECTURE DE FES,REGION DE FES-MEKNES,Construction,industriel,2,0,646.0,industriel · R+2 · 646 m2,PTE DITE LES ATELIERS AL FATH AIN NOKBI FES,GUcfes-0048/2026,761585,34.06075,-4.94827
2026-03-12,equipements,normale,ARRONDISSEMENT DE ZOUAGUA,PREFECTURE DE FES,REGION DE FES-MEKNES,Modification / Aménagement,sante,3,0,426.0,sante · R+3 · 426 m2 · sous-sol,LOTISSEMENT DIYAR BOUTALEB 2,GUcfes-0052/2026,755823,34.02518,-5.05497
2026-03-12,lotissements,haute,COMMUNE D'AHL ANGAD,PREFECTURE D'OUJDA-ANGAD,REGION DE L'ORIENTALE,Morcellement,autre,0,0,30112.0,30 112 m2,COMMUNE D'AHL ANGAD,GUcaan-0040/2026,755324,34.69231,-1.83415
2026-03-12,equipements,normale,ARRONDISSEMENT D'EL YOUSSOUFIA,PREFECTURE DE RABAT,REGION DE RABAT-SALE-KENITRA,Modification / Aménagement,sante,0,0,198.0,sante · 198 m2,MAGASIN N°01 ESPACE SALAM ALHAOUZ 49 RUE OULED HARIZ ANGLE AV ALHAOUZ COMMUNE SOUISSI,GUrbt-0045/2026,636047,33.90746,-6.7265
2026-03-12,lotissements,haute,COMMUNE D'AIT OUIKHALFEN,PROVINCE D'EL HAJEB,REGION DE FES-MEKNES,Morcellement,autre,0,0,27988.0,27 988 m2,COOPERATIVE EL HAMDOUCHIA,GUcaof-0005/2026,744930,33.73029,-5.68255
2026-03-12,lotissements,haute,COMMUNE MZAMZA JANOUBIA,PROVINCE SETTAT,REGION DE CASABLANCA-SETTAT,Morcellement,autre,0,0,414356.0,414 356 m2,Coopérative Ezzahira,GUmjb-0012/2026,723523,33.09408,-7.505
2026-03-12,lotissements,haute,COMMUNE DE TETOUAN,PROVINCE DE TETOUAN,REGION DE TANGER-TETOUAN-AL HOCEIMA,Lotissement,lotissement,0,0,13904.0,lotissement · 13 904 m2,SAMSA,GUcttn-0081/2026,714895,35.58223,-5.41056
2026-03-12,grands_projets,haute,ARRONDISSEMENT DE HSSAINE,PREFECTURE DE SALE,REGION DE RABAT-SALE-KENITRA,Groupement d'habitations,lotissement,5,0,17297.0,lotissement · R+5 · 17 297 m2 · sous-sol,«Propriété dite EL HAMRIA   Commune de Salé Arrondissement HSSAINE,GUsale-0031/2026,648871,34.00866,-6.74373
2026-03-12,grands_projets,haute,COMMUNE DE SIDI BOUKNADEL,PREFECTURE DE SALE,REGION DE RABAT-SALE-KENITRA,Groupement d'habitations,immeuble,4,0,173460.0,immeuble · R+4 · 173 460 m2,Propriété dite Nouail,GUsbdl-0018/2026,473639,34.123,-6.74439
2026-03-12,lotissements,haute,COMMUNE DE KANDAR SIDI KHIAR,PROVINCE DE SEFROU,REGION DE FES-MEKNES,Morcellement,autre,0,0,30500.0,30 500 m2,"Commune kander sidi khyar, cooperative hassania",GUcksk-0003/2026,689038,33.89575,-4.979
2026-03-12,equipements,normale,ARRONDISSEMENT DE ZOUAGUA,PREFECTURE DE FES,REGION DE FES-MEKNES,Modification / Aménagement,education,0,0,126.0,education · 126 m2,"Lotissement Bel Air, arrondissement de Zouagha, route Ras El Ma, 4ème étage, Bureau 21 et Bureau 20",GUcfes-0050/2026,739765,34.01804,-5.05567
2026-03-12,industriel,normale,COMMUNE DE SELOUANE,PROVINCE DE NADOR,REGION DE L'ORIENTALE,Construction,industriel,0,0,3357.0,industriel · 3 357 m2,QT.ZONE INDUSTRIELLE .SELOUANE,GUcsln-0060/2026,742394,35.0457,-2.95792
2026-03-12,grands_projets,haute,COMMUNE DE KENITRA,PROVINCE DE KENITRA,REGION DE RABAT-SALE-KENITRA,Construction,immeuble,8,0,646.0,immeuble · R+8 · 646 m2 · sous-sol,AVENUE MOHAMED V KENITRA,GUckia-0785/2026,441296,34.25724,-6.58856
2026-03-12,lotissements,haute,COMMUNE DE JBILATE,PROVINCE DE RHAMNA,REGION DE MARRAKECH-SAFI,Morcellement,autre,0,0,29332.0,29 332 m2,"PROVINCE RHAMNA CLE SIDI BOUATHMANE .CNE JBILAT , DOUAR OLD BOUDEN",GUcjle-0013/2026,744994,31.74526,-7.90073
2026-03-12,hotellerie,normale,ARRONDISSEMENT D'AGDAL,PREFECTURE DE FES,REGION DE FES-MEKNES,Construction,hotel,5,0,215.0,hotel · R+5 · 215 m2 · sous-sol,Propriété dite LISKAL -V.N Rue L'indochine,GUcfes-0046/2026,712114,34.04663,-4.9974
2026-03-12,industriel,normale,COMMUNE DE SIDI AAYAD,PROVINCE DE MIDELT,REGION DE DARAA-TAFILALET,Construction,industriel,0,0,2618.0,industriel · 2 618 m2,PCE DE MIDELT CERCLE DE RICH C/T SIDI AYAD LD MAZRAAT TILLICHT,GUcsyd-0004/2026,522673,32.31293,-4.54604
